127.0.0.1 - - [16/May/2019:19:41:49 +0800] "GET / HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:33 +0800] "GET /searchengine/home HTTP/1.1" 200 1121
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:33 +0800] "GET /searchengine/js/search.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:33 +0800] "GET /searchengine/js/jquery-3.3.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:33 +0800] "GET /searchengine/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:33 +0800] "GET /searchengine/img/booklogo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:33 +0800] "GET /favicon.ico HTTP/1.1" 404 1079
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:40 +0800] "POST /searchengine/searching HTTP/1.1" 200 7276
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:40 +0800] "GET /searchengine/css/searching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:40 +0800] "GET /searchengine/img/book.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:44 +0800] "GET /searchengine/img/load2.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:45 +0800] "POST /searchengine/nextpage HTTP/1.1" 200 4502
0:0:0:0:0:0:0:1 - - [16/May/2019:19:42:53 +0800] "GET /searchengine/mana HTTP/1.1" 200 5698
0:0:0:0:0:0:0:1 - - [16/May/2019:19:43:06 +0800] "POST /searchengine/runstart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:45:10 +0800] "GET /searchengine/mana HTTP/1.1" 200 5698
0:0:0:0:0:0:0:1 - - [16/May/2019:19:45:10 +0800] "GET /searchengine/css/searching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:45:43 +0800] "POST /searchengine/searching HTTP/1.1" 200 7276
0:0:0:0:0:0:0:1 - - [16/May/2019:19:45:46 +0800] "POST /searchengine/nextpage HTTP/1.1" 200 4502
0:0:0:0:0:0:0:1 - - [16/May/2019:19:45:51 +0800] "GET /searchengine/addclick?url=http://www.17k.com/book/2779784.html HTTP/1.1" 200 405
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:07 +0800] "POST /searchengine/searching HTTP/1.1" 200 7276
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:07 +0800] "GET /searchengine/js/jquery-3.3.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:07 +0800] "GET /searchengine/img/book.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:07 +0800] "GET /searchengine/css/searching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:07 +0800] "GET /searchengine/js/search.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:16 +0800] "GET /searchengine/mana HTTP/1.1" 200 5680
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:18 +0800] "GET /searchengine/mana HTTP/1.1" 200 5680
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:33 +0800] "POST /searchengine/runstart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:41 +0800] "POST /searchengine/swithtype HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:42 +0800] "POST /searchengine/swithtype HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:45 +0800] "POST /searchengine/searching HTTP/1.1" 200 8515
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:45 +0800] "GET /searchengine/css/searching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:45 +0800] "GET /searchengine/img/book.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:45 +0800] "GET /searchengine/js/search.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2019:19:46:45 +0800] "GET /searchengine/js/jquery-3.3.1.min.js HTTP/1.1" 304 -
